0.7441102,98.375
2.865048,95.1875
2.865048,94.0625
1.0066777,92.5625
1.0066777,91.8125
1.0707474,90.4375
1.0707474,89.8125
0.2441311,85.0625
0.9220629,80.625
2.2364705,77.875
2.2364705,77.1875
2.2364705,76.0625
1.7600284,73.625
1.0947603,72.375
0.63482285,70.625
0.57,68.4375
0.20736443,68.1875
0.8077747,68.5
0.735391,69.125
0.5612486,69.4375


0.1360147,100.125
0.13453624,100.125
0.13453624,100.125
0.12247449,100.125
0.13453624,100.125
0.12806249,100.125
0.13038404,100.125
0.13490738,100.125
0.12806249,100.125
0.12083046,100.125
0.14212671,100.125
0.12806249,100.125
0.14899665,100.125
0.14282857,100.125
1.0161201,100.125
0.8545174,100.125
0.8257724,100.5625
0.5623166,100.8125
0.41340053,100.6875
0.53366655,100.125
0.9004999,100.0
0.8741281,99.625
0.7457211,99.375
0.64350605,99.0625